Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References
GC91-267a,1019,4,4,U/Pb,Igneous Crystallization,"pegmatite dyke, late syn-kinematic",Zircon,TIMS,Direct,Grenville Province,ON,45.4981,-80.46742,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanga domain - Shawanga shear zone, cuts Point-au-Baril complex",Plutonic,"pegmatite dyke, late syn-kinematic","Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC91-270,1021,23,23,U/Pb,Reset,"pegmatite, pre-kinematic: contains relict coarse-grained feldspar in strongly recrystallized quartzofeldspathic matrix",Zircon,TIMS,Direct,Grenville Province,ON,45.48815,-80.45727,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt - cuts Pointe-au-Baril complex, Shawanaga shear zone",Plutonic,"pegmatite, pre-kinematic: contains relict coarse-grained feldspar in strongly recrystallized quartzofeldspathic matrix","Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-124,1022,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.50132,-80.39186,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-119,1024,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.55855,-80.50016,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
LH89-12,1025,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Direct,Grenville Province,ON,45.46021,-80.15567,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
LH89-11,1026,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.46021,-80.15567,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC89-128,1028,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.53666,-80.43759,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC91-270,1042,4,4,U/Pb,Igneous Crystallization,"pegmatite, pre-kinematic: contains relict coarse-grained feldspar in strongly recrystallized quartzofeldspathic matrix",Zircon,TIMS,Direct,Grenville Province,ON,45.48815,-80.45727,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt - cuts Pointe-au-Baril complex, Shawanaga shear zone",Plutonic,"pegmatite, pre-kinematic: contains relict coarse-grained feldspar in strongly recrystallized quartzofeldspathic matrix","Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
LH89-11,1045,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.46021,-80.15567,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanaga domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
TK84-92,1049,0,0,U/Pb,Metamorphic,gneiss,Titanite,TIMS,Estimate,Grenville Province,ON,45.57578,-80.3462,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Britt domain - unknown",Metamorphic,gneiss,"Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC91-267a,1457,10,11,U/Pb,Inheritance,"pegmatite dyke, late syn-kinematic",Zircon,TIMS,Direct,Grenville Province,ON,45.4981,-80.46742,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt, Shawanga domain - Shawanga shear zone, cuts Point-au-Baril complex",Plutonic,"pegmatite dyke, late syn-kinematic","Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
GC91-270,1457,10,11,U/Pb,Inheritance,"pegmatite, pre-kinematic: contains relict coarse-grained feldspar in strongly recrystallized quartzofeldspathic matrix",Zircon,TIMS,Direct,Grenville Province,ON,45.48815,-80.45727,Georgian Bay area. UTM's for these samples are given Appendix A,"Central Gneiss Belt - cuts Pointe-au-Baril complex, Shawanaga shear zone",Plutonic,"pegmatite, pre-kinematic: contains relict coarse-grained feldspar in strongly recrystallized quartzofeldspathic matrix","Ketchum, J.W.F., Heaman, L.M., Krogh, T.E., Culshaw, N.G. and Jamieson, R.A., 1998. Timing and thermal infleuence of late orogenic extension in the lower crust: a U-Pb geochronological study from the southwest Grenville orogen, Canada; Precambrian Research, v. 89, p. 25-4"
89-73a,1433,1,1,U/Pb,Metamorphic,mafic granulite,Zircon,TIMS,Direct,Grenville Province,ON,45.56204,-80.4745,"Georgian Bay area. UTM's for these samples are given in Ketchum et al (1998) Precamb Research, Appendix A",central Britt domain - unknown,Metamorphic,mafic granulite,"Ketchum, J.W.F., Jamieson, R.A., Heaman, L.M., Culshaw, N.G. and Krogh, T.E., 1994. 1.45 Ga granulites in the southwestern Grenville Province: geologic setting, P-T conditions, and U-Pb geochronology; Geology, v. 22, p. 215-21"
91-266,1448,1,1,U/Pb,Metamorphic,coarse-grained leucosome in mafic granulite (gneiss),Zircon,TIMS,Direct,Grenville Province,ON,45.56734,-80.45395,"Georgian Bay area. UTM's for these samples are given in Ketchum et al (1998) Precamb Research, Appendix A",central Britt domain - unknown,Metamorphic,coarse-grained leucosome in mafic granulite (gneiss),"Ketchum, J.W.F., Jamieson, R.A., Heaman, L.M., Culshaw, N.G. and Krogh, T.E., 1994. 1.45 Ga granulites in the southwestern Grenville Province: geologic setting, P-T conditions, and U-Pb geochronology; Geology, v. 22, p. 215-21"
89-73a,1452,2,2,U/Pb,Metamorphic,mafic granulite,Zircon,TIMS,Direct,Grenville Province,ON,45.56204,-80.4745,"Georgian Bay area. UTM's for these samples are given in Ketchum et al (1998) Precamb Research, Appendix A",central Britt domain - unknown,Metamorphic,mafic granulite,"Ketchum, J.W.F., Jamieson, R.A., Heaman, L.M., Culshaw, N.G. and Krogh, T.E., 1994. 1.45 Ga granulites in the southwestern Grenville Province: geologic setting, P-T conditions, and U-Pb geochronology; Geology, v. 22, p. 215-21"
BUR44,1000,2,2,U/Pb,Metamorphic,pelitic schist,Monazite,TIMS,Direct,Grenville Province,ON,46.47832,-80.75887,"No topographic reference given in report; located by UTM in appendix",Grenville Front Tectonic Zone - unknown,Metamorphic,pelitic schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-88a,1024,2,2,U/Pb,Metamorphic,amphibolite,Titanite,TIMS,Direct,Grenville Province,ON,45.12468,-78.76828,"No topographic reference given in report; located by UTM in appendix","Central Gneiss Belt, Muskoka Domain - unknown",Metamorphic,amphibolite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
90-88b,1056,3,3,U/Pb,Metamorphic,granite,Titanite,TIMS,Direct,Grenville Province,ON,45.12468,-78.76828,"No topographic reference given in report; located by UTM in appendix","Central Gneiss Belt, Muskoka Domain - unknown",Plutonic,granite,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
ALG85-1,1100,1,1,U/Pb,Metamorphic,pelitic schist,Monazite,TIMS,Direct,Grenville Province,ON,45.50595,-78.25401,"No topographic reference given in report; located by UTM in appendix","Central Metasedimentary Belt, Algonquin Terrane - unknown",Metamorphic,pelitic schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114, p. 13-2"
GFTZ 12,889,10,10,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.39588,-80.04983,Approx. 3 km N of town of Parry Sound on Hwy 69. Coordinates interpolated from regional-scale sketch map in report (approximate),Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 10,893,8,8,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.45838,-80.31652,Approx. 16 km SSE of Pointe au Baril. Coordinates interpolated from regional-scale sketch map in report (approximate),Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 13,896,8,8,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.31672,-80.09984,Approx. 7 km SW of town of Parry Sound. Coordinates interpolated from regional-scale sketch map in report (approximate),Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 70,901,6,6,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.56672,-80.46652,"Shore, approx. 5 km WSW of Pointe au Baril. Coordinates interpolated from regional-scale sketch map in report (approximate)",Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 11,904,6,6,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.41672,-80.20817,"On road at N shore of Parry Sound, approx. 14 km 14 km NW of town of Parry Sound. Coordinates interpolated from regional-scale sketch map in report (approximate)",Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 60,904,6,6,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.67505,-80.45818,"Highway 69, approx. 13 km NW of Pointe au Baril. Coordinates interpolated from regional-scale sketch map in report (approximate)",Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 1a,908,9,9,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Estimate,Grenville Province,ON,45.87504,-80.68319,"N shore of Georgian Bay, approx. 85 km NW of Pointe au Baril. Coordinates interpolated from regional-scale sketch map in report (approximate)",Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 40,909,8,8,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.77504,-80.66653,"N shore of Georgian Bay, approx. 70 km NW of Pointe au Baril. Coordinates interpolated from regional-scale sketch map in report (approximate)",Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
GFTZ 50,909,6,6,Ar/Ar,Cooling,metasediment,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.66672,-80.60403,"N shore of Georgian Bay, approx. 25 km WNW of Pointe au Baril. Coordinates interpolated from regional-scale sketch map in report (approximate)",Britt Domain - unknown,Metamorphic,metasediment,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 102,922,8,8,Ar/Ar,Cooling,amphibolite,K-Feldspar,Ar Furnace-Step,Direct,Grenville Province,ON,45.93337,-80.99709,Approx. 1 km N of N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 49,927,8,8,Ar/Ar,Cooling,leucocratic granitoid gneiss,K-Feldspar,Ar Furnace-Step,Direct,Grenville Province,ON,45.91254,-80.86653,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Metamorphic,leucocratic granitoid gneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 118,934,0,0,Ar/Ar,Cooling,dioritic orthogneiss,K-Feldspar,Ar Furnace-Step,Estimate,Grenville Province,ON,45.93615,-80.87903,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Metamorphic,dioritic orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 33,936,8,8,Ar/Ar,Cooling,megacrystic monzonite orthogneiss,K-Feldspar,Ar Furnace-Step,Direct,Grenville Province,ON,45.92087,-80.92903,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,megacrystic monzonite orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 38,936,7,7,Ar/Ar,Cooling,late pegmatite,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.91254,-80.92486,Small island just off N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Plutonic,late pegmatite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 108,937,7,7,Ar/Ar,Cooling,late pegmatite,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.90837,-80.80819,Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Plutonic,late pegmatite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 49,939,7,7,Ar/Ar,Cooling,leucocratic granitoid gneiss,Muscovite,Ar Furnace-Step,Direct,Grenville Province,ON,45.91254,-80.86653,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Metamorphic,leucocratic granitoid gneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 94,943,8,8,Ar/Ar,Cooling,amphibolite,K-Feldspar,Ar Furnace-Step,Direct,Grenville Province,ON,45.92087,-81.07904,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 103,985,8,8,Ar/Ar,Cooling,megacrystic monzonite orthogneiss,K-Feldspar,Ar Furnace-Step,Direct,Grenville Province,ON,45.91671,-80.9957,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,megacrystic monzonite orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 107,995,5,5,Ar/Ar,Cooling,granodioritic orthogneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.90004,-80.82069,"N shore of Georgian Bay, map shows locality as offshore (small island?). Coordinates interpolated from regional-scale sketch map in report (approximate)","Grenville Front, Transition Zone - unknown",Metamorphic,granodioritic orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 103,996,5,5,Ar/Ar,Cooling,megacrystic monzonite orthogneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.91671,-80.9957,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,megacrystic monzonite orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 33,997,8,8,Ar/Ar,Cooling,megacrystic monzonite orthogneiss,Hornblende,Ar Furnace-Step,Estimate,Grenville Province,ON,45.92087,-80.92903,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,megacrystic monzonite orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 49,1003,8,8,Ar/Ar,Cooling,leucocratic granitoid gneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.91254,-80.86653,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Metamorphic,leucocratic granitoid gneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
T-GFTZ 118,1010,8,8,Ar/Ar,Cooling,dioritic orthogneiss,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.93615,-80.87903,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),"Grenville Front, Transition Zone - unknown",Metamorphic,dioritic orthogneiss,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 102,1025,5,5,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.93337,-80.99709,Approx. 1 km N of N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
E-GFTZ 94,1124,8,8,Ar/Ar,Cooling,amphibolite,Hornblende,Ar Furnace-Step,Direct,Grenville Province,ON,45.92087,-81.07904,N shore of Georgian Bay. Coordinates interpolated from regional-scale sketch map in report (approximate),Grenville Front tectonic zone (Eastern) - unknown,Metamorphic,amphibolite,"Reynolds, P.H., Culshaw, N.G., Jamieson, R.A., Grant, S.L. and McKenzie, K., 1995. 40Ar/39Ar traverse - Grenville Front tectonic zone to Britt domain, Grenville Province, Ontario, Canada; Journal Of Metamorphic Geology, v. 13, p. 209-22"
Muskoka charn-gn,1072,28,31,U/Pb,Metamorphic,charnockitic gneiss,Zircon,TIMS,Estimate,Grenville Province,ON,44.96458,-79.22416,"Highway 35, approx. 12 km SE of Dorset",Muskoka Domain - Charnockitic gneiss,Metamorphic,charnockitic gneiss,"Slagstad, T., Culshaw, N.G., Jamieson, R.A. and Ketchum, J.W.F., 2004. Early Mesoproterozoic tectonic history of the southwestern Grenville Province, Ontario: constraints from geochemistry and geochronology of high-grade gneisses; Proterozoic tectonic evolution of the Grenville orogen in North America, Geological Society of America Memoir 197, p. 209-24"
Muskoka charn-gn,1449,20,17,U/Pb,Protolith age,charnockitic gneiss,Zircon,TIMS,Direct,Grenville Province,ON,44.96458,-79.22416,"Highway 35, approx. 12 km SE of Dorset",Muskoka Domain - Charnockitic gneiss,Metamorphic,charnockitic gneiss,"Slagstad, T., Culshaw, N.G., Jamieson, R.A. and Ketchum, J.W.F., 2004. Early Mesoproterozoic tectonic history of the southwestern Grenville Province, Ontario: constraints from geochemistry and geochronology of high-grade gneisses; Proterozoic tectonic evolution of the Grenville orogen in North America, Geological Society of America Memoir 197, p. 209-24"
M100723-1,999,40,40,U/Pb,Pb Loss,A-type granitic gneiss,Zircon,SHRIMP,Direct,Grenville Province,ON,44.99729,-79.07597,"Muskoka domainHwy 118, S of Wood Lake",Muskoka domain - Granitic gneiss,Metamorphic,A-type granitic gneiss,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2M0606-25,1035,7,7,U/Pb,Igneous Crystallization,Pegmatitic syenite,Zircon,SHRIMP,Direct,Grenville Province,ON,45.03005,-78.99173,Intersection of Hwy 118 and Black River.,Muskoka domain - Muskoka syenite,Metamorphic,Pegmatitic syenite,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
2S2006-3,1047,10,10,U/Pb,Igneous Crystallization,hornblende-rich leucosome in metatexite,Zircon,SHRIMP,Estimate,Grenville Province,ON,45.35164,-80.26109,Pleasant Island,Shawanaga domain - unknown,Plutonic,hornblende-rich leucosome in metatexite,"Slagstad, T., Hamilton, M.A., Jamieson, R.A. and Culshaw, N.G., 2004. Timing and duration of melting in the mid orogenic crust: constraints from U-Pb (SHRIMP) data, Muskoka and Shawanaga domains, Grenville Province, Ontario; Canadian Journal of Earth Sciences, v. 41, p. 1339-136"
